age;adeeduc;educ;income;pcigs79;smoker;educ*income
47;752;16;30000;64.4;1;480000
20;240;12;30000;64.4;1;360000
33;396;12;12500;64.4;0;150000
56;756;13.5;12500;64.4;0;168750
36;540;15;30000;64.4;0;450000
38;513;13.5;20000;64.4;0;270000
52;832;16;20000;64.4;1;320000
45;675;15;20000;64.4;1;300000
22;264;12;12500;64.4;1;150000
19;228;12;2500;64.4;0;30000
36;216;6;6500;64.4;1;39000
71;177.5;2.5;8500;64.4;1;21250
42;567;13.5;30000;64.4;1;405000
54;729;13.5;30000;64.4;1;405000
70;700;10;6500;64.4;0;65000
61;823.5;13.5;30000;64.4;0;405000
60;720;12;30000;64.4;0;360000
17;170;10;12500;64.4;0;125000
40;720;18;30000;64.4;0;540000
58;580;10;20000;64.4;0;200000
26;260;10;20000;64.4;1;200000
39;526.5;13.5;20000;64.4;1;270000
32;384;12;30000;64.4;0;360000
55;550;10;20000;64.4;1;200000
42;756;18;30000;64.4;0;540000
20;240;12;6500;64.4;0;78000
61;610;10;30000;64.4;0;300000
41;492;12;12500;64.4;0;150000
49;490;10;12500;64.4;0;125000
36;576;16;20000;64.4;0;320000
58;696;12;12500;64.4;0;150000
52;312;6;20000;64.4;0;120000
38;570;15;20000;64.4;0;300000
28;336;12;6500;64.4;1;78000
54;648;12;12500;64.4;1;150000
60;960;16;4500;64.4;0;72000
35;420;12;20000;64.4;0;240000
62;744;12;12500;64.4;0;150000
32;384;12;20000;64.4;1;240000
37;0;0;20000;64.4;0;0
29;391.5;13.5;20000;64.4;0;270000
18;180;10;20000;64.4;0;200000
52;312;6;20000;64.4;0;120000
18;144;8;8500;64.4;1;68000
27;324;12;30000;64.4;1;360000
25;337.5;13.5;20000;64.4;0;270000
53;530;10;30000;64.4;0;300000
81;648;8;12500;64.4;0;100000
27;486;18;20000;64.4;0;360000
38;513;13.5;30000;64.4;0;405000
38;570;15;30000;64.4;0;450000
33;445.5;13.5;12500;64.4;0;168750
64;640;10;8500;64.4;0;85000
17;170;10;12500;64.4;1;125000
26;468;18;8500;64.4;0;153000
20;270;13.5;20000;64.4;0;270000
54;324;6;20000;64.4;0;120000
18;180;10;3500;64.4;0;35000
47;564;12;500;64.4;0;6000
30;360;12;20000;64.4;0;240000
37;222;6;20000;64.4;1;120000
20;240;12;30000;64.4;0;360000
27;270;10;3500;64.4;1;35000
41;656;16;20000;64.4;0;320000
35;560;16;1500;64.4;1;24000
39;702;18;30000;64.4;1;540000
59;944;16;30000;64.4;1;480000
35;472.5;13.5;20000;47.3;1;270000
22;297;13.5;6500;47.3;0;87750
22;264;12;20000;47.3;0;240000
53;715.5;13.5;20000;47.3;1;270000
38;456;12;30000;47.3;0;360000
38;228;6;8500;47.3;1;51000
28;336;12;12500;47.3;1;150000
66;891;13.5;12500;47.3;1;168750
60;810;13.5;20000;47.3;0;270000
25;300;12;12500;47.3;1;150000
74;444;6;4500;47.3;0;27000
32;384;12;30000;47.3;1;360000
50;800;16;500;47.3;0;8000
25;400;16;12500;47.3;0;200000
55;990;18;30000;47.3;0;540000
20;270;13.5;500;47.3;0;6750
19;228;12;30000;47.3;1;360000
26;312;12;12500;47.3;0;150000
27;324;12;3500;47.3;1;42000
29;522;18;20000;47.3;0;360000
30;360;12;12500;47.3;0;150000
32;576;18;12500;47.3;0;225000
86;1032;12;4500;47.3;0;54000
40;540;13.5;30000;47.3;1;405000
69;414;6;20000;47.3;0;120000
42;420;10;8500;47.3;1;85000
31;310;10;12500;47.3;0;125000
70;1120;16;30000;58.7;0;480000
21;283.5;13.5;12500;58.7;0;168750
59;472;8;20000;58.7;1;160000
79;474;6;8500;58.7;0;51000
33;594;18;30000;58.7;1;540000
21;252;12;12500;58.7;1;150000
44;528;12;12500;58.7;0;150000
53;715.5;13.5;30000;58.7;1;405000
44;528;12;12500;58.7;0;150000
72;972;13.5;8500;58.7;0;114750
45;540;12;20000;58.7;1;240000
51;816;16;20000;58.7;0;320000
35;280;8;20000;58.7;1;160000
55;660;12;20000;58.7;0;240000
24;288;12;6500;58.7;1;78000
45;810;18;30000;58.7;0;540000
17;170;10;12500;58.7;0;125000
21;252;12;30000;58.7;1;360000
23;368;16;8500;58.7;0;136000
41;656;16;20000;58.7;0;320000
66;1188;18;8500;58.7;0;153000
43;774;18;30000;58.7;0;540000
41;492;12;20000;58.7;1;240000
30;480;16;20000;58.7;1;320000
83;498;6;3500;58.7;0;21000
48;768;16;20000;58.7;0;320000
57;684;12;30000;58.7;0;360000
26;312;12;20000;58.7;1;240000
58;696;12;8500;58.7;1;102000
31;372;12;12500;58.7;1;150000
41;656;16;20000;58.7;0;320000
25;337.5;13.5;20000;58.7;0;270000
47;564;12;30000;58.7;0;360000
24;288;12;8500;58.7;0;102000
30;360;12;20000;58.7;0;240000
30;360;12;8500;58.7;1;102000
19;256.5;13.5;2500;58.7;0;33750
64;512;8;30000;58.7;0;240000
36;432;12;20000;58.7;0;240000
56;672;12;30000;58.7;1;360000
45;450;10;30000;58.7;1;300000
43;430;10;30000;58.7;1;300000
25;300;12;20000;58.7;1;240000
23;310.5;13.5;12500;58.7;0;168750
32;432;13.5;30000;58.7;0;405000
18;216;12;20000;58.7;0;240000
75;750;10;8500;58.7;0;85000
59;354;6;20000;58.7;1;120000
35;420;12;30000;58.7;1;360000
58;464;8;12500;58.7;1;100000
70;840;12;2500;58.7;0;30000
63;756;12;12500;58.7;0;150000
22;330;15;12500;58.7;0;187500
49;588;12;20000;58.7;1;240000
21;210;10;12500;58.7;1;125000
17;170;10;3500;58.7;1;35000
66;660;10;12500;58.7;0;125000
50;600;12;30000;58.7;0;360000
61;610;10;20000;58.7;0;200000
19;228;12;20000;58.7;1;240000
26;416;16;1500;58.7;0;24000
51;816;16;30000;58.7;0;480000
50;500;10;20000;58.7;0;200000
30;360;12;20000;62.9;1;240000
42;504;12;20000;62.9;1;240000
26;351;13.5;4500;62.9;1;60750
36;432;12;12500;62.9;0;150000
62;155;2.5;12500;62.9;1;31250
57;684;12;30000;62.9;0;360000
19;228;12;30000;62.9;0;360000
55;660;12;20000;62.9;0;240000
54;432;8;30000;54;0;240000
35;560;16;30000;54;0;480000
61;610;10;30000;54;1;300000
43;516;12;30000;54;1;360000
37;666;18;20000;54;0;360000
72;972;13.5;8500;54;0;114750
60;720;12;20000;54;0;240000
22;330;15;2500;54;0;37500
66;792;12;8500;54;0;102000
63;756;12;12500;54;1;150000
21;283.5;13.5;20000;54;0;270000
18;216;12;500;54;0;6000
19;228;12;12500;61.3;0;150000
71;568;8;12500;61.3;0;100000
35;420;12;30000;61.3;1;360000
23;276;12;12500;61.3;1;150000
26;312;12;12500;61.3;0;150000
84;672;8;6500;61.3;0;52000
22;264;12;12500;61.3;1;150000
27;432;16;30000;61.3;0;480000
68;680;10;6500;61.3;0;65000
46;552;12;30000;61.3;1;360000
55;550;10;30000;61.3;0;300000
80;640;8;8500;61.3;0;68000
60;1080;18;5500;61.3;1;99000
27;432;16;12500;61.3;0;200000
53;424;8;30000;61.3;0;240000
36;432;12;12500;61.3;1;150000
25;300;12;30000;61.3;0;360000
26;351;13.5;20000;61.3;0;270000
57;456;8;20000;61.3;1;160000
70;945;13.5;8500;61.3;0;114750
18;216;12;30000;61.3;0;360000
68;408;6;12500;61.3;0;75000
61;732;12;8500;61.3;1;102000
53;848;16;30000;61.3;1;480000
53;636;12;30000;61.3;1;360000
45;810;18;30000;61.3;1;540000
35;280;8;8500;61.3;0;68000
25;300;12;20000;61.3;0;240000
67;804;12;30000;61.3;0;360000
27;432;16;20000;61.3;1;320000
35;630;18;30000;61.3;0;540000
57;684;12;30000;61.3;0;360000
37;444;12;20000;61.3;1;240000
35;472.5;13.5;20000;61.3;0;270000
41;492;12;20000;61.3;1;240000
46;368;8;12500;61.3;1;100000
35;630;18;20000;61.3;0;360000
40;720;18;30000;61.3;0;540000
31;418.5;13.5;20000;61.3;1;270000
32;576;18;5500;61.3;1;99000
80;640;8;12500;61.3;0;100000
19;256.5;13.5;30000;61.3;0;405000
30;360;12;3500;61.3;1;42000
19;256.5;13.5;3500;61.3;0;47250
56;672;12;30000;61.3;0;360000
17;170;10;3500;61.3;0;35000
77;462;6;8500;61.3;0;51000
29;348;12;20000;61.3;1;240000
60;720;12;12500;61.3;1;150000
38;513;13.5;30000;61.3;1;405000
65;520;8;12500;61.3;1;100000
60;720;12;20000;61.3;1;240000
58;580;10;30000;61.3;1;300000
67;536;8;8500;61.3;0;68000
69;552;8;8500;61.3;0;68000
23;310.5;13.5;30000;61.3;0;405000
59;590;10;30000;61.3;1;300000
57;684;12;12500;61.3;0;150000
34;612;18;8500;61.3;1;153000
57;912;16;30000;61.3;0;480000
27;270;10;8500;61.3;1;85000
54;729;13.5;20000;61.3;0;270000
20;240;12;12500;61.3;0;150000
42;420;10;12500;61.3;0;125000
54;810;15;30000;61.3;0;450000
45;540;12;30000;61.3;1;360000
66;528;8;8500;61.3;0;68000
44;352;8;20000;61.3;0;160000
29;348;12;12500;60;0;150000
70;700;10;12500;60;0;125000
38;456;12;20000;60;1;240000
23;276;12;12500;60;0;150000
21;283.5;13.5;30000;52.3;1;405000
58;580;10;6500;52.3;0;65000
32;192;6;2500;52.3;0;15000
20;200;10;12500;52.3;1;125000
30;480;16;20000;52.3;1;320000
42;756;18;30000;52.3;0;540000
35;420;12;6500;52.3;1;78000
54;648;12;12500;52.3;0;150000
85;0;0;6500;52.3;0;0
24;360;15;12500;52.3;0;187500
29;522;18;20000;60.3;0;360000
55;880;16;30000;60.3;0;480000
35;560;16;30000;60.3;0;480000
24;324;13.5;8500;60.3;0;114750
59;944;16;20000;60.3;1;320000
22;297;13.5;30000;60.3;1;405000
70;560;8;2500;60.3;1;20000
31;372;12;20000;60.3;0;240000
55;137.5;2.5;12500;60.3;0;31250
20;300;15;500;60.3;0;7500
71;568;8;1500;60.3;0;12000
18;216;12;30000;60.3;1;360000
35;630;18;12500;60.3;1;225000
66;792;12;12500;60.3;1;150000
27;324;12;20000;60.3;1;240000
23;276;12;30000;60.3;1;360000
30;360;12;20000;63.7;0;240000
18;216;12;20000;63.7;1;240000
19;228;12;4500;63.7;1;54000
19;190;10;20000;63.7;0;200000
42;672;16;30000;63.7;0;480000
29;391.5;13.5;30000;63.7;0;405000
60;600;10;12500;63.7;0;125000
52;520;10;20000;63.7;0;200000
26;390;15;20000;63.7;1;300000
49;294;6;5500;63.7;1;33000
31;248;8;8500;63.7;0;68000
75;450;6;8500;63.7;0;51000
49;490;10;30000;63.7;0;300000
71;710;10;6500;63.7;0;65000
78;936;12;12500;63.7;0;150000
36;432;12;20000;63.7;1;240000
32;432;13.5;12500;63.7;1;168750
64;640;10;20000;63.7;1;200000
21;252;12;20000;63.7;1;240000
35;350;10;12500;63.7;0;125000
82;984;12;12500;63.7;0;150000
71;568;8;8500;63.7;0;68000
67;804;12;4500;63.7;0;54000
61;823.5;13.5;20000;63.7;0;270000
30;360;12;20000;63.7;0;240000
29;348;12;20000;63.7;1;240000
49;122.5;2.5;30000;63.7;0;75000
39;390;10;20000;63.7;0;200000
28;336;12;20000;63.7;1;240000
41;492;12;20000;63.7;0;240000
70;560;8;6500;63.7;0;52000
18;216;12;30000;63.7;0;360000
47;752;16;30000;63.7;0;480000
17;170;10;30000;63.7;0;300000
37;296;8;20000;63.7;0;160000
31;558;18;30000;63.7;1;540000
72;720;10;5500;63.7;0;55000
31;372;12;20000;63.7;0;240000
22;220;10;5500;63.7;1;55000
32;432;13.5;12500;63.7;0;168750
19;190;10;12500;63.7;0;125000
31;372;12;30000;63.7;0;360000
18;216;12;30000;63.7;1;360000
58;145;2.5;6500;63.7;0;16250
28;378;13.5;20000;63.7;0;270000
68;544;8;5500;63.7;1;44000
44;352;8;20000;63.7;1;160000
19;190;10;3500;63.7;1;35000
27;405;15;20000;63.7;1;300000
19;228;12;20000;63.7;0;240000
65;650;10;20000;63.7;0;200000
75;187.5;2.5;12500;63.7;0;31250
45;810;18;30000;63.7;0;540000
21;252;12;20000;63.7;1;240000
19;228;12;20000;63.7;1;240000
31;372;12;12500;63.7;0;150000
25;400;16;30000;63.7;0;480000
45;540;12;30000;63.7;0;360000
20;240;12;30000;63.7;1;360000
40;640;16;30000;63.7;1;480000
20;240;12;20000;63.7;0;240000
25;250;10;20000;63.7;1;200000
80;960;12;20000;63.7;0;240000
32;576;18;30000;63.7;0;540000
39;624;16;30000;57.2;0;480000
19;228;12;30000;57.2;0;360000
38;456;12;12500;57.2;1;150000
57;684;12;30000;57.2;0;360000
88;704;8;12500;57.2;0;100000
57;1026;18;30000;57.2;0;540000
19;228;12;8500;57.2;1;102000
18;216;12;30000;57.2;0;360000
43;516;12;30000;57.2;0;360000
55;990;18;30000;48.5;0;540000
28;168;6;5500;48.5;0;33000
32;384;12;30000;48.5;1;360000
31;310;10;12500;48.5;1;125000
17;170;10;12500;48.5;1;125000
57;456;8;6500;48.5;0;52000
23;276;12;20000;48.5;0;240000
54;864;16;30000;48.5;0;480000
43;430;10;12500;48.5;0;125000
17;170;10;30000;48.5;1;300000
17;170;10;8500;48.5;0;85000
29;290;10;20000;48.5;1;200000
74;888;12;20000;48.5;0;240000
18;216;12;20000;48.5;1;240000
57;684;12;30000;48.5;0;360000
58;696;12;30000;48.5;0;360000
33;445.5;13.5;20000;48.5;0;270000
20;200;10;4500;48.5;0;45000
62;744;12;20000;48.5;0;240000
60;720;12;20000;48.5;0;240000
26;351;13.5;30000;48.5;0;405000
26;351;13.5;30000;48.5;0;405000
19;190;10;12500;48.5;0;125000
21;252;12;8500;48.5;0;102000
56;896;16;20000;48.5;1;320000
46;736;16;30000;48.5;1;480000
46;552;12;30000;48.5;1;360000
59;708;12;30000;48.5;1;360000
31;418.5;13.5;30000;63.8;1;405000
52;416;8;30000;63.8;1;240000
35;420;12;30000;63.8;0;360000
46;552;12;20000;63.8;1;240000
37;444;12;30000;63.8;1;360000
17;204;12;30000;63.8;0;360000
31;372;12;30000;63.8;1;360000
33;396;12;30000;63.8;0;360000
57;1026;18;20000;63.8;0;360000
68;680;10;12500;63.8;0;125000
28;504;18;20000;63.8;1;360000
19;190;10;30000;63.8;0;300000
52;936;18;20000;63.8;0;360000
30;480;16;30000;63.8;0;480000
41;553.5;13.5;30000;63.8;0;405000
19;228;12;12500;63.8;0;150000
43;645;15;30000;63.8;0;450000
65;877.5;13.5;20000;63.8;1;270000
28;336;12;6500;63.8;0;78000
60;720;12;20000;63.8;0;240000
56;672;12;30000;63.8;0;360000
50;600;12;12500;63.8;1;150000
58;696;12;20000;63.8;0;240000
64;1152;18;30000;63.8;0;540000
62;837;13.5;20000;63.8;0;270000
23;276;12;20000;63.8;1;240000
41;492;12;30000;63.8;1;360000
63;756;12;30000;63.8;1;360000
40;480;12;20000;63.8;0;240000
61;610;10;30000;63.8;0;300000
54;648;12;30000;63.8;0;360000
33;594;18;30000;63.8;0;540000
50;600;12;30000;64.3;1;360000
68;408;6;5500;64.3;0;33000
74;185;2.5;6500;64.3;0;16250
23;276;12;20000;64.3;0;240000
19;190;10;20000;61.2;1;200000
42;336;8;20000;61.2;1;160000
58;696;12;20000;61.2;1;240000
25;337.5;13.5;20000;61.2;0;270000
24;240;10;12500;61.2;0;125000
27;270;10;4500;61.2;0;45000
43;580.5;13.5;20000;61.2;1;270000
38;380;10;20000;61.2;1;200000
23;368;16;12500;61.2;0;200000
29;290;10;6500;61.2;1;65000
22;264;12;8500;61.2;1;102000
54;864;16;30000;61.2;0;480000
42;504;12;30000;61.2;0;360000
21;252;12;30000;61.2;0;360000
37;666;18;20000;61.2;0;360000
34;408;12;5500;61.2;1;66000
63;630;10;12500;61.2;0;125000
27;364.5;13.5;20000;61.2;0;270000
